Model,Step,Method,Bin_ID,Feature_Value
30M,10000,Frequency,18,0.7549130916595459
30M,10000,Frequency,19,0.7486516237258911
30M,10000,Frequency,20,0.7332274913787842
30M,10000,Frequency,21,0.7092048525810242
30M,10000,Frequency,22,0.7064154148101807
30M,10000,Frequency,23,0.6864801049232483
30M,10000,Frequency,24,0.6697829365730286
30M,10000,Frequency,25,0.6561439037322998
30M,10000,Frequency,26,0.6426517367362976
30M,10000,Frequency,27,0.6309487223625183
30M,10000,Frequency,28,0.6179215312004089
30M,10000,Frequency,29,0.6033092141151428
30M,10000,Frequency,30,0.5888034105300903
30M,10000,Frequency,31,0.5728397369384766
30M,10000,Frequency,32,0.562422513961792
30M,10000,Frequency,33,0.5408793091773987
30M,10000,Frequency,34,0.5282697677612305
30M,10000,Frequency,35,0.509489893913269
30M,10000,Frequency,36,0.49334171414375305
30M,10000,Frequency,37,0.4709573984146118
30M,10000,Frequency,38,0.4560142159461975
30M,10000,Frequency,39,0.43584203720092773
30M,10000,Frequency,40,0.4234585762023926
30M,10000,Frequency,41,0.4108889400959015
30M,10000,Frequency,42,0.4029446542263031
30M,10000,Frequency,43,0.3976324498653412
30M,10000,Frequency,44,0.39520183205604553
30M,10000,Random,0,0.7554324865341187
30M,10000,Random,1,0.742508053779602
30M,10000,Random,2,0.7600050568580627
30M,10000,Random,3,0.7388138771057129
30M,10000,Random,4,0.7506240606307983
30M,10000,Random,5,0.7578530311584473
30M,10000,Random,6,0.7511006593704224
30M,10000,Random,7,0.7403484582901001
30M,10000,Random,8,0.7547189593315125
30M,10000,Random,9,0.7592240571975708
30M,10000,Random,10,0.74383544921875
30M,10000,Random,11,0.7480003833770752
30M,10000,Random,12,0.7446144819259644
30M,10000,Random,13,0.7397568225860596
30M,10000,Random,14,0.7470865249633789
30M,10000,Random,15,0.7499340772628784
30M,10000,Random,16,0.751754641532898
30M,10000,Random,17,0.7635149955749512
30M,10000,Random,18,0.7475526332855225
30M,10000,Random,19,0.734143853187561
30M,10000,Random,20,0.741655707359314
30M,10000,Random,21,0.7510007619857788
30M,10000,Random,22,0.7493811249732971
30M,10000,Random,23,0.7453718185424805
30M,10000,Random,24,0.7477675676345825
30M,10000,Random,25,0.7385547161102295
30M,10000,Random,26,0.7430732250213623
30M,10000,Random,27,0.7411878705024719
30M,10000,Random,28,0.7370035648345947
30M,10000,Random,29,0.7544159293174744
30M,10000,Random,30,0.7502853870391846
30M,10000,Random,31,0.7506013512611389
30M,10000,Random,32,0.7434585094451904
30M,10000,Random,33,0.7366446852684021
30M,10000,Random,34,0.742186427116394
30M,10000,Random,35,0.7489833235740662
30M,10000,Random,36,0.7516982555389404
30M,10000,Random,37,0.7381924986839294
30M,10000,Random,38,0.7397353053092957
30M,10000,Random,39,0.7434282302856445
30M,10000,Random,40,0.7537659406661987
30M,10000,Random,41,0.7522681951522827
30M,10000,Random,42,0.7546428442001343
30M,10000,Random,43,0.7466514706611633
30M,10000,Random,44,0.743360161781311
30M,10000,Stat,Mean,0.7047721743583679
30M,10000,Stat,Std,0.27692708373069763
30M,10000,Stat,Max,1.8075940608978271
30M,10500,Frequency,0,1.3226494789123535
30M,10500,Frequency,1,1.2736986875534058
30M,10500,Frequency,2,1.2355892658233643
30M,10500,Frequency,3,1.192959189414978
30M,10500,Frequency,4,1.1459358930587769
30M,10500,Frequency,5,1.1166681051254272
30M,10500,Frequency,6,1.078856110572815
30M,10500,Frequency,7,1.0468989610671997
30M,10500,Frequency,8,1.016990303993225
30M,10500,Frequency,9,0.9831374883651733
30M,10500,Frequency,10,0.9577345848083496
30M,10500,Frequency,11,0.9323129057884216
30M,10500,Frequency,12,0.9002816081047058
30M,10500,Frequency,13,0.8774319291114807
30M,10500,Frequency,14,0.8488792777061462
30M,10500,Frequency,15,0.8413832783699036
30M,10500,Frequency,16,0.8186846375465393
30M,10500,Frequency,17,0.7962675094604492
30M,10500,Frequency,18,0.7693764567375183
30M,10500,Frequency,19,0.7623789310455322
30M,10500,Frequency,20,0.7463101148605347
30M,10500,Frequency,21,0.7217938303947449
30M,10500,Frequency,22,0.7194046378135681
30M,10500,Frequency,23,0.6985238194465637
30M,10500,Frequency,24,0.6810915470123291
30M,10500,Frequency,25,0.667464017868042
30M,10500,Frequency,26,0.6528996229171753
30M,10500,Frequency,27,0.6411191821098328
30M,10500,Frequency,28,0.6267045140266418
30M,10500,Frequency,29,0.6126542091369629
30M,10500,Frequency,30,0.5973765850067139
30M,10500,Frequency,31,0.5803421139717102
30M,10500,Frequency,32,0.570132315158844
30M,10500,Frequency,33,0.5480539202690125
30M,10500,Frequency,34,0.5347701907157898
30M,10500,Frequency,35,0.5152567028999329
30M,10500,Frequency,36,0.4988008439540863
30M,10500,Frequency,37,0.47505131363868713
30M,10500,Frequency,38,0.4592694044113159
30M,10500,Frequency,39,0.43815726041793823
30M,10500,Frequency,40,0.4252642095088959
30M,10500,Frequency,41,0.4118371307849884
30M,10500,Frequency,42,0.4035765528678894
30M,10500,Frequency,43,0.397940069437027
30M,10500,Frequency,44,0.3952716290950775
30M,10500,Random,0,0.768424928188324
30M,10500,Random,1,0.7552774548530579
30M,10500,Random,2,0.7734250426292419
30M,10500,Random,3,0.7520688772201538
30M,10500,Random,4,0.7639074325561523
30M,10500,Random,5,0.7712515592575073
30M,10500,Random,6,0.7646170258522034
30M,10500,Random,7,0.7535344362258911
30M,10500,Random,8,0.7682148218154907
30M,10500,Random,9,0.7719601392745972
30M,10500,Random,10,0.7568265795707703
30M,10500,Random,11,0.7604731917381287
30M,10500,Random,12,0.757834792137146
30M,10500,Random,13,0.75221848487854
30M,10500,Random,14,0.7601940035820007
30M,10500,Random,15,0.7623831629753113
30M,10500,Random,16,0.7641660571098328
30M,10500,Random,17,0.7768646478652954
30M,10500,Random,18,0.7604337334632874
30M,10500,Random,19,0.7464183568954468
30M,10500,Random,20,0.7539840340614319
30M,10500,Random,21,0.7640491724014282
30M,10500,Random,22,0.7621292471885681
30M,10500,Random,23,0.7584486603736877
30M,10500,Random,24,0.7608473896980286
30M,10500,Random,25,0.7509732842445374
30M,10500,Random,26,0.7554147839546204
30M,10500,Random,27,0.7544159889221191
30M,10500,Random,28,0.7495312690734863
30M,10500,Random,29,0.7677420377731323
30M,10500,Random,30,0.7629297375679016
30M,10500,Random,31,0.7631772756576538
30M,10500,Random,32,0.7564565539360046
30M,10500,Random,33,0.7494677305221558
30M,10500,Random,34,0.755429208278656
30M,10500,Random,35,0.7619473338127136
30M,10500,Random,36,0.7649133801460266
30M,10500,Random,37,0.7505456209182739
30M,10500,Random,38,0.7527132630348206
30M,10500,Random,39,0.7568339109420776
30M,10500,Random,40,0.7673600316047668
30M,10500,Random,41,0.7652062773704529
30M,10500,Random,42,0.7682021260261536
30M,10500,Random,43,0.7587457299232483
30M,10500,Random,44,0.756514847278595
30M,10500,Stat,Mean,0.7161627411842346
30M,10500,Stat,Std,0.2852613627910614
30M,10500,Stat,Max,1.835706353187561
30M,11000,Frequency,0,1.3478227853775024
30M,11000,Frequency,1,1.298234224319458
30M,11000,Frequency,2,1.2610960006713867
30M,11000,Frequency,3,1.2173025608062744
30M,11000,Frequency,4,1.1684279441833496
30M,11000,Frequency,5,1.1392446756362915
30M,11000,Frequency,6,1.1002695560455322
30M,11000,Frequency,7,1.0676707029342651
30M,11000,Frequency,8,1.0371618270874023
30M,11000,Frequency,9,1.0023225545883179
30M,11000,Frequency,10,0.9763135313987732
30M,11000,Frequency,11,0.9511624574661255
30M,11000,Frequency,12,0.9177880883216858
30M,11000,Frequency,13,0.8947457671165466
30M,11000,Frequency,14,0.8643755912780762
30M,11000,Frequency,15,0.8564167618751526
30M,11000,Frequency,16,0.8337216973304749
30M,11000,Frequency,17,0.8102157115936279
30M,11000,Frequency,18,0.783409833908081
30M,11000,Frequency,19,0.7750976085662842
30M,11000,Frequency,20,0.759045422077179
30M,11000,Frequency,21,0.7343031764030457
30M,11000,Frequency,22,0.7311788201332092
30M,11000,Frequency,23,0.7100479006767273
30M,11000,Frequency,24,0.6924034357070923
30M,11000,Frequency,25,0.677687406539917
30M,11000,Frequency,26,0.6630872488021851
30M,11000,Frequency,27,0.6505109667778015
30M,11000,Frequency,28,0.6359091401100159
30M,11000,Frequency,29,0.6216205954551697
30M,11000,Frequency,30,0.605316162109375
30M,11000,Frequency,31,0.5877600312232971
30M,11000,Frequency,32,0.577208399772644
30M,11000,Frequency,33,0.5549090504646301
30M,11000,Frequency,34,0.5412198901176453
30M,11000,Frequency,35,0.5209722518920898
30M,11000,Frequency,36,0.5037797689437866
30M,11000,Frequency,37,0.4791341722011566
30M,11000,Frequency,38,0.46271130442619324
30M,11000,Frequency,39,0.44076189398765564
30M,11000,Frequency,40,0.42688295245170593
30M,11000,Frequency,41,0.4127955734729767
30M,11000,Frequency,42,0.4042139947414398
30M,11000,Frequency,43,0.3981669843196869
30M,11000,Frequency,44,0.3954890966415405
30M,11000,Random,0,0.7815597653388977
30M,11000,Random,1,0.767380952835083
30M,11000,Random,2,0.7866522669792175
30M,11000,Random,3,0.7644328474998474
30M,11000,Random,4,0.7763795256614685
30M,11000,Random,5,0.7831333875656128
30M,11000,Random,6,0.7767709493637085
30M,11000,Random,7,0.7657079100608826
30M,11000,Random,8,0.7807350754737854
30M,11000,Random,9,0.7848429083824158
30M,11000,Random,10,0.7695887684822083
30M,11000,Random,11,0.7731835246086121
30M,11000,Random,12,0.7699238657951355
30M,11000,Random,13,0.7644954919815063
30M,11000,Random,14,0.7725567817687988
30M,11000,Random,15,0.7754088640213013
30M,11000,Random,16,0.7764367461204529
30M,11000,Random,17,0.789671003818512
30M,11000,Random,18,0.7732215523719788
30M,11000,Random,19,0.7592755556106567
30M,11000,Random,20,0.7664061188697815
30M,11000,Random,21,0.7765470743179321
30M,11000,Random,22,0.774671196937561
30M,11000,Random,23,0.7707191705703735
30M,11000,Random,24,0.7732078433036804
30M,11000,Random,25,0.7631368637084961
30M,11000,Random,26,0.7677018642425537
30M,11000,Random,27,0.7670215368270874
30M,11000,Random,28,0.7623155117034912
30M,11000,Random,29,0.7802144289016724
30M,11000,Random,30,0.7751195430755615
30M,11000,Random,31,0.7759303450584412
30M,11000,Random,32,0.7678003907203674
30M,11000,Random,33,0.7617543935775757
30M,11000,Random,34,0.7680292725563049
30M,11000,Random,35,0.7747958898544312
30M,11000,Random,36,0.7777669429779053
30M,11000,Random,37,0.7636228203773499
30M,11000,Random,38,0.7648343443870544
30M,11000,Random,39,0.769106924533844
30M,11000,Random,40,0.7795199751853943
30M,11000,Random,41,0.7775808572769165
30M,11000,Random,42,0.7810042500495911
30M,11000,Random,43,0.7710012793540955
30M,11000,Random,44,0.770026683807373
30M,11000,Stat,Mean,0.7271576523780823
30M,11000,Stat,Std,0.29342517256736755
30M,11000,Stat,Max,1.8682574033737183
30M,11500,Frequency,0,1.3704129457473755
30M,11500,Frequency,1,1.3230515718460083
30M,11500,Frequency,2,1.2859177589416504
30M,11500,Frequency,3,1.2405949831008911
30M,11500,Frequency,4,1.1914780139923096
30M,11500,Frequency,5,1.1622613668441772
30M,11500,Frequency,6,1.1213939189910889
30M,11500,Frequency,7,1.0885698795318604
30M,11500,Frequency,8,1.0576720237731934
30M,11500,Frequency,9,1.0216225385665894
30M,11500,Frequency,10,0.9950742125511169
30M,11500,Frequency,11,0.969216525554657
30M,11500,Frequency,12,0.9347066879272461
30M,11500,Frequency,13,0.911590039730072
30M,11500,Frequency,14,0.8804926872253418
30M,11500,Frequency,15,0.8719016313552856
30M,11500,Frequency,16,0.8485715985298157
30M,11500,Frequency,17,0.8246680498123169
30M,11500,Frequency,18,0.7962907552719116
30M,11500,Frequency,19,0.7890771627426147
30M,11500,Frequency,20,0.7717937231063843
30M,11500,Frequency,21,0.7458369731903076
30M,11500,Frequency,22,0.7428189516067505
30M,11500,Frequency,23,0.7214657068252563
30M,11500,Frequency,24,0.7030966877937317
30M,11500,Frequency,25,0.688120424747467
30M,11500,Frequency,26,0.6739032864570618
30M,11500,Frequency,27,0.6602048277854919
30M,11500,Frequency,28,0.644837498664856
30M,11500,Frequency,29,0.6304205060005188
30M,11500,Frequency,30,0.6133233904838562
30M,11500,Frequency,31,0.5953063368797302
30M,11500,Frequency,32,0.5839976072311401
30M,11500,Frequency,33,0.5610933303833008
30M,11500,Frequency,34,0.5469638705253601
30M,11500,Frequency,35,0.5261653065681458
30M,11500,Frequency,36,0.5083634257316589
30M,11500,Frequency,37,0.4830302894115448
30M,11500,Frequency,38,0.46582409739494324
30M,11500,Frequency,39,0.4429958760738373
30M,11500,Frequency,40,0.4282146096229553
30M,11500,Frequency,41,0.41388580203056335
30M,11500,Frequency,42,0.4047195315361023
30M,11500,Frequency,43,0.39836806058883667
30M,11500,Frequency,44,0.3957310914993286
30M,11500,Random,0,0.7938774824142456
30M,11500,Random,1,0.7795599102973938
30M,11500,Random,2,0.7995105385780334
30M,11500,Random,3,0.7766119837760925
30M,11500,Random,4,0.7879941463470459
30M,11500,Random,5,0.7952999472618103
30M,11500,Random,6,0.7892129421234131
30M,11500,Random,7,0.7784000039100647
30M,11500,Random,8,0.7925123572349548
30M,11500,Random,9,0.79754638671875
30M,11500,Random,10,0.7821272015571594
30M,11500,Random,11,0.7857635021209717
30M,11500,Random,12,0.7825424671173096
30M,11500,Random,13,0.7770814895629883
30M,11500,Random,14,0.7848316431045532
30M,11500,Random,15,0.7872889041900635
30M,11500,Random,16,0.7892645001411438
30M,11500,Random,17,0.8022432923316956
30M,11500,Random,18,0.785896897315979
30M,11500,Random,19,0.7717264890670776
30M,11500,Random,20,0.7783668041229248
30M,11500,Random,21,0.788555920124054
30M,11500,Random,22,0.7871309518814087
30M,11500,Random,23,0.7830322980880737
30M,11500,Random,24,0.7852196097373962
30M,11500,Random,25,0.7749714851379395
30M,11500,Random,26,0.78009033203125
30M,11500,Random,27,0.7798902988433838
30M,11500,Random,28,0.7739850282669067
30M,11500,Random,29,0.7926338911056519
30M,11500,Random,30,0.7874688506126404
30M,11500,Random,31,0.7884008884429932
30M,11500,Random,32,0.7800416946411133
30M,11500,Random,33,0.774186909198761
30M,11500,Random,34,0.7800347208976746
30M,11500,Random,35,0.7873144149780273
30M,11500,Random,36,0.7896948456764221
30M,11500,Random,37,0.7758045792579651
30M,11500,Random,38,0.7769747972488403
30M,11500,Random,39,0.7820028066635132
30M,11500,Random,40,0.7915733456611633
30M,11500,Random,41,0.7902562618255615
30M,11500,Random,42,0.7934625148773193
30M,11500,Random,43,0.7827231287956238
30M,11500,Random,44,0.7820993065834045
30M,11500,Stat,Mean,0.7380008697509766
30M,11500,Stat,Std,0.30145326256752014
30M,11500,Stat,Max,1.8960713148117065
30M,12000,Frequency,0,1.3953194618225098
30M,12000,Frequency,1,1.3466572761535645
30M,12000,Frequency,2,1.309281826019287
30M,12000,Frequency,3,1.2638128995895386
30M,12000,Frequency,4,1.2140547037124634
30M,12000,Frequency,5,1.18345308303833
30M,12000,Frequency,6,1.1424918174743652
30M,12000,Frequency,7,1.1088252067565918
30M,12000,Frequency,8,1.077255368232727
30M,12000,Frequency,9,1.0398601293563843
30M,12000,Frequency,10,1.0126498937606812
30M,12000,Frequency,11,0.9863572716712952
30M,12000,Frequency,12,0.9512341022491455
30M,12000,Frequency,13,0.9274420142173767
30M,12000,Frequency,14,0.8956036567687988
30M,12000,Frequency,15,0.8878224492073059
30M,12000,Frequency,16,0.8635727763175964
30M,12000,Frequency,17,0.8387773633003235
30M,12000,Frequency,18,0.809493362903595
30M,12000,Frequency,19,0.8020445108413696
30M,12000,Frequency,20,0.7840216159820557
30M,12000,Frequency,21,0.7579297423362732
30M,12000,Frequency,22,0.7544264793395996
30M,12000,Frequency,23,0.7323477864265442
30M,12000,Frequency,24,0.7137132287025452
30M,12000,Frequency,25,0.6985083222389221
30M,12000,Frequency,26,0.6833838820457458
30M,12000,Frequency,27,0.669221818447113
30M,12000,Frequency,28,0.6542418599128723
30M,12000,Frequency,29,0.6384758353233337
30M,12000,Frequency,30,0.6214643120765686
30M,12000,Frequency,31,0.6026043891906738
30M,12000,Frequency,32,0.5916293263435364
30M,12000,Frequency,33,0.5674424171447754
30M,12000,Frequency,34,0.5524413585662842
30M,12000,Frequency,35,0.5315333008766174
30M,12000,Frequency,36,0.5133224129676819
30M,12000,Frequency,37,0.4867379367351532
30M,12000,Frequency,38,0.4688635766506195
30M,12000,Frequency,39,0.4453914761543274
30M,12000,Frequency,40,0.42977961897850037
30M,12000,Frequency,41,0.4149080216884613
30M,12000,Frequency,42,0.40533462166786194
30M,12000,Frequency,43,0.3986362814903259
30M,12000,Frequency,44,0.39587506651878357
30M,12000,Random,0,0.8065271973609924
30M,12000,Random,1,0.7914423942565918
30M,12000,Random,2,0.8129251599311829
30M,12000,Random,3,0.7885227203369141
30M,12000,Random,4,0.800278902053833
30M,12000,Random,5,0.8077395558357239
30M,12000,Random,6,0.8013699054718018
30M,12000,Random,7,0.790575385093689
30M,12000,Random,8,0.8050275444984436
30M,12000,Random,9,0.8095316886901855
30M,12000,Random,10,0.793721079826355
30M,12000,Random,11,0.7975270748138428
30M,12000,Random,12,0.7942168116569519
30M,12000,Random,13,0.7888491153717041
30M,12000,Random,14,0.7968146800994873
30M,12000,Random,15,0.7995557188987732
30M,12000,Random,16,0.8014004230499268
30M,12000,Random,17,0.8144937753677368
30M,12000,Random,18,0.7972990870475769
30M,12000,Random,19,0.78269362449646
30M,12000,Random,20,0.790931224822998
30M,12000,Random,21,0.8006235361099243
30M,12000,Random,22,0.7994328737258911
30M,12000,Random,23,0.7953824400901794
30M,12000,Random,24,0.7974433302879333
30M,12000,Random,25,0.7871901392936707
30M,12000,Random,26,0.7918552756309509
30M,12000,Random,27,0.7919478416442871
30M,12000,Random,28,0.7853031158447266
30M,12000,Random,29,0.8051480650901794
30M,12000,Random,30,0.7993643283843994
30M,12000,Random,31,0.80058753490448
30M,12000,Random,32,0.791730523109436
30M,12000,Random,33,0.786092221736908
30M,12000,Random,34,0.7924274802207947
30M,12000,Random,35,0.7995988726615906
30M,12000,Random,36,0.8020002841949463
30M,12000,Random,37,0.7875184416770935
30M,12000,Random,38,0.7888532876968384
30M,12000,Random,39,0.7934003472328186
30M,12000,Random,40,0.8034179210662842
30M,12000,Random,41,0.8023660778999329
30M,12000,Random,42,0.8056629300117493
30M,12000,Random,43,0.7943518161773682
30M,12000,Random,44,0.7943769097328186
30M,12000,Stat,Mean,0.7486081719398499
30M,12000,Stat,Std,0.3092922866344452
30M,12000,Stat,Max,1.8986533880233765
30M,12500,Frequency,0,1.4180020093917847
30M,12500,Frequency,1,1.3702129125595093
30M,12500,Frequency,2,1.3324488401412964
30M,12500,Frequency,3,1.2862348556518555
30M,12500,Frequency,4,1.2359910011291504
30M,12500,Frequency,5,1.2043107748031616
30M,12500,Frequency,6,1.1625510454177856
30M,12500,Frequency,7,1.128343939781189
30M,12500,Frequency,8,1.096393346786499
30M,12500,Frequency,9,1.0587514638900757
30M,12500,Frequency,10,1.0304898023605347
30M,12500,Frequency,11,1.0035988092422485
30M,12500,Frequency,12,0.9687017798423767
30M,12500,Frequency,13,0.9439746141433716
30M,12500,Frequency,14,0.911272406578064
30M,12500,Frequency,15,0.9029381275177002
30M,12500,Frequency,16,0.8783813118934631
30M,12500,Frequency,17,0.8527530431747437
30M,12500,Frequency,18,0.8228697180747986
30M,12500,Frequency,19,0.8156114816665649
30M,12500,Frequency,20,0.7966447472572327
30M,12500,Frequency,21,0.7697218060493469
30M,12500,Frequency,22,0.7660061717033386
30M,12500,Frequency,23,0.744088888168335
30M,12500,Frequency,24,0.7245650291442871
30M,12500,Frequency,25,0.708796501159668
30M,12500,Frequency,26,0.6938178539276123
30M,12500,Frequency,27,0.678826093673706
30M,12500,Frequency,28,0.6631617546081543
30M,12500,Frequency,29,0.6468979120254517
30M,12500,Frequency,30,0.6301890015602112
30M,12500,Frequency,31,0.6105222105979919
30M,12500,Frequency,32,0.5994564294815063
30M,12500,Frequency,33,0.573848307132721
30M,12500,Frequency,34,0.5586494207382202
30M,12500,Frequency,35,0.5371705889701843
30M,12500,Frequency,36,0.5184372663497925
30M,12500,Frequency,37,0.49069204926490784
30M,12500,Frequency,38,0.47200822830200195
30M,12500,Frequency,39,0.4478900134563446
30M,12500,Frequency,40,0.43157830834388733
30M,12500,Frequency,41,0.4157405197620392
30M,12500,Frequency,42,0.40580126643180847
30M,12500,Frequency,43,0.3989093601703644
30M,12500,Frequency,44,0.39591556787490845
30M,12500,Random,0,0.8190726041793823
30M,12500,Random,1,0.8029105067253113
30M,12500,Random,2,0.8257449865341187
30M,12500,Random,3,0.8003584742546082
30M,12500,Random,4,0.8116931319236755
30M,12500,Random,5,0.8204924464225769
30M,12500,Random,6,0.8141106367111206
30M,12500,Random,7,0.8031178712844849
30M,12500,Random,8,0.817624032497406
30M,12500,Random,9,0.8222156763076782
30M,12500,Random,10,0.8056661486625671
30M,12500,Random,11,0.8099897503852844
30M,12500,Random,12,0.8067294359207153
30M,12500,Random,13,0.8003484606742859
30M,12500,Random,14,0.808933675289154
30M,12500,Random,15,0.8119226098060608
30M,12500,Random,16,0.8135308623313904
30M,12500,Random,17,0.8267017602920532
30M,12500,Random,18,0.809157133102417
30M,12500,Random,19,0.7945266962051392
30M,12500,Random,20,0.8027351498603821
30M,12500,Random,21,0.8132514357566833
30M,12500,Random,22,0.8116853833198547
30M,12500,Random,23,0.8072438836097717
30M,12500,Random,24,0.8095276951789856
30M,12500,Random,25,0.7983887195587158
30M,12500,Random,26,0.8032571077346802
30M,12500,Random,27,0.803342342376709
30M,12500,Random,28,0.7969111800193787
30M,12500,Random,29,0.8176609873771667
30M,12500,Random,30,0.811751127243042
30M,12500,Random,31,0.812644898891449
30M,12500,Random,32,0.8038297891616821
30M,12500,Random,33,0.7977117300033569
30M,12500,Random,34,0.8048220872879028
30M,12500,Random,35,0.8120785355567932
30M,12500,Random,36,0.8143979907035828
30M,12500,Random,37,0.7995437383651733
30M,12500,Random,38,0.8004422783851624
30M,12500,Random,39,0.8052178025245667
30M,12500,Random,40,0.8156614899635315
30M,12500,Random,41,0.8144693970680237
30M,12500,Random,42,0.8170523643493652
30M,12500,Random,43,0.8067141175270081
30M,12500,Random,44,0.8058083057403564
30M,12500,Stat,Mean,0.7592513561248779
30M,12500,Stat,Std,0.3169565796852112
30M,12500,Stat,Max,1.961960792541504
30M,13000,Frequency,0,1.4409831762313843
30M,13000,Frequency,1,1.3937442302703857
30M,13000,Frequency,2,1.3556203842163086
30M,13000,Frequency,3,1.3095684051513672
30M,13000,Frequency,4,1.257630467414856
30M,13000,Frequency,5,1.225858449935913
30M,13000,Frequency,6,1.1831049919128418
30M,13000,Frequency,7,1.1480754613876343
30M,13000,Frequency,8,1.115470051765442
30M,13000,Frequency,9,1.0765376091003418
30M,13000,Frequency,10,1.0488572120666504
30M,13000,Frequency,11,1.020512580871582
30M,13000,Frequency,12,0.9845675230026245
30M,13000,Frequency,13,0.9594643115997314
30M,13000,Frequency,14,0.9262276291847229
30M,13000,Frequency,15,0.9173456430435181
30M,13000,Frequency,16,0.8922797441482544
30M,13000,Frequency,17,0.8672634363174438
30M,13000,Frequency,18,0.8359166383743286
30M,13000,Frequency,19,0.827915370464325
30M,13000,Frequency,20,0.808545708656311
30M,13000,Frequency,21,0.781280517578125
30M,13000,Frequency,22,0.7768962979316711
30M,13000,Frequency,23,0.7549203038215637
30M,13000,Frequency,24,0.734248161315918
30M,13000,Frequency,25,0.7192626595497131
30M,13000,Frequency,26,0.7031535506248474
30M,13000,Frequency,27,0.6880008578300476
30M,13000,Frequency,28,0.6717690825462341
30M,13000,Frequency,29,0.6552005410194397
30M,13000,Frequency,30,0.6385016441345215
30M,13000,Frequency,31,0.6177396774291992
30M,13000,Frequency,32,0.6062009334564209
30M,13000,Frequency,33,0.5800803899765015
30M,13000,Frequency,34,0.5643552541732788
30M,13000,Frequency,35,0.5419238209724426
30M,13000,Frequency,36,0.5231720209121704
30M,13000,Frequency,37,0.4941146969795227
30M,13000,Frequency,38,0.4750864803791046
30M,13000,Frequency,39,0.45006516575813293
30M,13000,Frequency,40,0.4330355226993561
30M,13000,Frequency,41,0.41657817363739014
30M,13000,Frequency,42,0.40618228912353516
30M,13000,Frequency,43,0.3991435766220093
30M,13000,Frequency,44,0.396194189786911
30M,13000,Random,0,0.830862820148468
30M,13000,Random,1,0.8148308992385864
30M,13000,Random,2,0.8379185795783997
30M,13000,Random,3,0.8113518357276917
30M,13000,Random,4,0.8236207365989685
30M,13000,Random,5,0.832938015460968
30M,13000,Random,6,0.8254174590110779
30M,13000,Random,7,0.814365029335022
30M,13000,Random,8,0.829346239566803
30M,13000,Random,9,0.8346190452575684
30M,13000,Random,10,0.8172255754470825
30M,13000,Random,11,0.8210737109184265
30M,13000,Random,12,0.8179837465286255
30M,13000,Random,13,0.8116253018379211
30M,13000,Random,14,0.8205845355987549
30M,13000,Random,15,0.8238028883934021
30M,13000,Random,16,0.8250505328178406
30M,13000,Random,17,0.8390873670578003
30M,13000,Random,18,0.8215458989143372
30M,13000,Random,19,0.8055040836334229
30M,13000,Random,20,0.8141180872917175
30M,13000,Random,21,0.8244168162345886
30M,13000,Random,22,0.8234471678733826
30M,13000,Random,23,0.8191141486167908
30M,13000,Random,24,0.821214497089386
30M,13000,Random,25,0.8106167316436768
30M,13000,Random,26,0.8146649599075317
30M,13000,Random,27,0.8148514628410339
30M,13000,Random,28,0.809023380279541
30M,13000,Random,29,0.8290970921516418
30M,13000,Random,30,0.8241463899612427
30M,13000,Random,31,0.8243894577026367
30M,13000,Random,32,0.8148229718208313
30M,13000,Random,33,0.8093323707580566
30M,13000,Random,34,0.8168609738349915
30M,13000,Random,35,0.8240216970443726
30M,13000,Random,36,0.8259824514389038
30M,13000,Random,37,0.8112130761146545
30M,13000,Random,38,0.8121365308761597
30M,13000,Random,39,0.8177000880241394
30M,13000,Random,40,0.8278158903121948
30M,13000,Random,41,0.8263354301452637
30M,13000,Random,42,0.8288774490356445
30M,13000,Random,43,0.8185561895370483
30M,13000,Random,44,0.8174413442611694
30M,13000,Stat,Mean,0.7695826292037964
30M,13000,Stat,Std,0.32468146085739136
30M,13000,Stat,Max,1.9747639894485474
30M,13500,Frequency,0,1.4635603427886963
30M,13500,Frequency,1,1.4165757894515991
30M,13500,Frequency,2,1.3782989978790283
30M,13500,Frequency,3,1.3310825824737549
30M,13500,Frequency,4,1.2788593769073486
30M,13500,Frequency,5,1.2461233139038086
30M,13500,Frequency,6,1.2022658586502075
30M,13500,Frequency,7,1.1673671007156372
30M,13500,Frequency,8,1.1343339681625366
30M,13500,Frequency,9,1.0955394506454468
30M,13500,Frequency,10,1.0657060146331787
30M,13500,Frequency,11,1.0371935367584229
30M,13500,Frequency,12,1.0007244348526
30M,13500,Frequency,13,0.9740810990333557
30M,13500,Frequency,14,0.9403698444366455
30M,13500,Frequency,15,0.9317924976348877
30M,13500,Frequency,16,0.9059762358665466
30M,13500,Frequency,17,0.8808767795562744
30M,13500,Frequency,18,0.8493483066558838
30M,13500,Frequency,19,0.840601921081543
30M,13500,Frequency,20,0.8212103843688965
30M,13500,Frequency,21,0.7929890155792236
30M,13500,Frequency,22,0.7884373664855957
30M,13500,Frequency,23,0.7649549841880798
30M,13500,Frequency,24,0.7447121739387512
30M,13500,Frequency,25,0.7289854884147644
30M,13500,Frequency,26,0.7125495076179504
30M,13500,Frequency,27,0.697033166885376
30M,13500,Frequency,28,0.6807675361633301
30M,13500,Frequency,29,0.6639503836631775
30M,13500,Frequency,30,0.6468440890312195
30M,13500,Frequency,31,0.6255857944488525
30M,13500,Frequency,32,0.6136271953582764
30M,13500,Frequency,33,0.5866009593009949
